------------------------------------------------------------------------
Top Pages for,theunitofcaring.tumblr.com
Sorted by,page_authority
Filter,all
------------------------------------------------------------------------

URL,Title,Total Links,PA,Linking Domains to Page,HTTP Status Code,Outbound Domains from Page,Outbound Links from Page
theunitofcaring.tumblr.com/post/136722805059,,118,45,78,,0,0
theunitofcaring.tumblr.com/post/167019167836/an-important-piece-of-how-well-off-you-are-which,,97,45,69,,0,0
theunitofcaring.tumblr.com/post/128348410971/neurotypical-feminism,,94,45,59,,53,57
theunitofcaring.tumblr.com/post/117203975026/pure-queers,,127,45,64,,0,0
theunitofcaring.tumblr.com/post/126633962086/dystopian-novel-premise-a-high-flying-silicon,,173,45,80,,51,57
theunitofcaring.tumblr.com/post/176563625686/restorative-things,,91,45,61,,0,0
theunitofcaring.tumblr.com/post/116071634906/is-there-a-spectrum-of-some-sort-for,,115,45,77,,0,0
theunitofcaring.tumblr.com/post/113029185206/a-meditation-on-boundaries,,99,44,57,,0,0
theunitofcaring.tumblr.com/post/174283682391,,211,44,56,,0,0
theunitofcaring.tumblr.com/post/125213404326/within-any-community-of-marginalized-people-it,,100,44,45,,52,54
theunitofcaring.tumblr.com/post/118819569506/values-affirmation,,163,44,49,,0,0
theunitofcaring.tumblr.com/post/172800552516/so-i-havent-posted-about-this-since-college,,91,44,57,,0,0
theunitofcaring.tumblr.com/post/158688582081/funereal-disease-asked-some-people-on-facebook,,82,44,53,,0,0
theunitofcaring.tumblr.com/post/177922109921/today-i-finally-managed-to-re-register-to-vote,,89,44,54,,0,0
theunitofcaring.tumblr.com/post/176344012396/unhappy-marriage-not-grounds-for-divorce-supreme,,62,44,52,,0,0
theunitofcaring.tumblr.com/post/126640505228,,45,43,32,,0,0
theunitofcaring.tumblr.com/post/174699945871/aspire-to-the-light-gasmaskaesthetic,,49,43,32,,0,0
theunitofcaring.tumblr.com/post/169752074456/i-think-for-mental-illness-in-particular-most,,47,43,33,,0,0
theunitofcaring.tumblr.com/post/131514992491,,40,43,33,,0,0
theunitofcaring.tumblr.com/post/131028400021/funereal-disease-im-starting-to-take-issue,,77,43,37,,0,0
theunitofcaring.tumblr.com/post/175313509206/i-think-one-of-the-most-valuable-mental-illness,,41,43,32,,0,0
theunitofcaring.tumblr.com/post/140198089731,,35,43,32,,0,0
theunitofcaring.tumblr.com/post/142932061981,,53,43,43,,0,0
theunitofcaring.tumblr.com/post/136722805059/why-too-much-evidence-can-be-a-bad-thing,,53,43,36,,0,0
theunitofcaring.tumblr.com/post/128348410971,,54,43,42,,0,0
theunitofcaring.tumblr.com/post/122647011071/ive-been-a-part-of-a-lot-of-advocacy-groups-with,,62,43,35,,0,0
theunitofcaring.tumblr.com/post/169609051806/and-to-be-clear-there-isnt-and-shouldnt-be-a,,53,43,34,,0,0
theunitofcaring.tumblr.com/post/167563662566/see-evil-feminism-that-proselytizes-killallmen,,48,43,40,,0,0
theunitofcaring.tumblr.com/post/160931753621/popehat-pointed-me-to-this-distinctly-orwellian,,50,43,34,,0,0
theunitofcaring.tumblr.com/post/168725483756/mailadreapta-theunitofcaring-after-i,,88,43,39,,0,0
theunitofcaring.tumblr.com/post/125213404326,,58,43,42,,0,0
theunitofcaring.tumblr.com/post/167251380531/i-think-a-big-part-of-how-i-see-the-world-is-that,,51,43,34,,0,0
theunitofcaring.tumblr.com/post/174635624491/some-things-ive-found-useful-for-distinguishing,,58,42,31,,0,0
theunitofcaring.tumblr.com/post/109324615216/princelesscomic-the-statements-i-dont-follow,,31,42,25,,0,0
theunitofcaring.tumblr.com/post/175058022981/gruntledandhinged-the-axiom-of-hope,,43,42,24,,0,0
theunitofcaring.tumblr.com/post/160862685426/saw-something-expressing-anger-at-healthy-people,,37,42,28,,0,0
theunitofcaring.tumblr.com/post/180492085496/the-associated-press-correspondent-at-the-border,,56,42,29,,0,0
theunitofcaring.tumblr.com/post/127165308266,,33,42,27,,0,0
theunitofcaring.tumblr.com/post/180764175171/as-many-of-you-know-in-my-day-job-im-a,,61,42,29,,0,0
theunitofcaring.tumblr.com/post/160103444966/trump-launched-his-special-agency-devoted-to,,39,42,28,,0,0
theunitofcaring.tumblr.com/post/164372513441/merlin-and-i-have-been-playing-a-game-for-the-last,,49,42,25,,0,0
theunitofcaring.tumblr.com/post/126699724751,,37,42,28,,0,0
theunitofcaring.tumblr.com/post/135162290121/hi-i-have-a-quick-question-i-tried-googling-but,,40,42,24,,0,0
theunitofcaring.tumblr.com/post/175076808006/my-family-was-jewish-living-in-1942-in-the,,45,42,26,,0,0
theunitofcaring.tumblr.com/post/138645885186,,32,42,28,,0,0
theunitofcaring.tumblr.com/post/169490044251/how-do-you-do-it-how-do-you-ooze-compassion-and,,48,42,24,,0,0
theunitofcaring.tumblr.com/post/181569944096/this-is-an-incredible-post-vimes-boot-theory,,42,42,28,,0,0
theunitofcaring.tumblr.com/post/178368078341/advocates-and-mediators,,56,41,21,,0,0
theunitofcaring.tumblr.com/post/153451562991/i-think-if-i-were-making-one-of-those-privilege,,46,41,21,,0,0
theunitofcaring.tumblr.com/post/159726960241/i-know-ive-discussed-this-to-death-but-someone,,46,41,22,,0,0
theunitofcaring.tumblr.com/post/125229631791/aaaahh-aaah-aaahhhh-everyone-needs-to-go-read,,28,41,18,,0,0
theunitofcaring.tumblr.com/post/106482036426/lol-male-tears-is-empowering-because-many-women,,27,41,19,,0,0
theunitofcaring.tumblr.com/post/172829835726/dan-was-on-fire-once-said-so-now-asking-for,,22,41,18,,0,0
theunitofcaring.tumblr.com/post/157999116841/i-didnt-think-the-violent-riots-again-milo-were,,126,41,17,,0,0
theunitofcaring.tumblr.com/post/115703155871/dont-trust-your-brain-to-tell-you-why-its,,29,41,23,,0,0
theunitofcaring.tumblr.com/post/170880528591/how-do-you-feel-about-the-religion-discourse-if,,33,41,17,,0,0
theunitofcaring.tumblr.com/post/117462394051/what-you-can-do-to-help-nepal,,21,41,17,,0,0
theunitofcaring.tumblr.com/post/174284725911/so-how-do-you-tell-which-parts-of-your-routine-are,,250,41,20,,0,0
theunitofcaring.tumblr.com/post/174920608411/i-dont-get-the-thing-you-said-about-people-being,,31,41,23,,0,0
theunitofcaring.tumblr.com/post/147876603996,,37,41,22,,0,0
theunitofcaring.tumblr.com/post/136730596181,,26,41,17,,0,0
theunitofcaring.tumblr.com/post/131514992491/like-more-specifically-and-hopefully-a-little-more,,28,41,20,,0,0
theunitofcaring.tumblr.com/post/118471501226/laziness,,45,41,19,,46,46
theunitofcaring.tumblr.com/post/182098884951,,20,41,19,,0,0
theunitofcaring.tumblr.com/post/172325047381/this-is-probably-too-oversimplified-to-be-useful,,30,41,18,,0,0
theunitofcaring.tumblr.com/post/119009537736/notcisjustwoman-celtyradfem-micdotcom,,39,41,21,,0,0
theunitofcaring.tumblr.com/post/163636346406/afloweroutofstone-yall-know-i-research-the,,20,41,19,,0,0
theunitofcaring.tumblr.com/post/160054980296/so-of-course-the-news-that-juicero-is-selling-a,,32,41,20,,0,0
theunitofcaring.tumblr.com/post/178856511571/conservation-and-momentum-models-of-brains,,303,41,20,,0,0
theunitofcaring.tumblr.com/post/181209699116/almost-everyone-i-know-who-is-on-meds-they-need,,26,41,18,,0,0
theunitofcaring.tumblr.com/post/106549627991/that-scott-aaronson-thing,,32,41,18,,0,0
theunitofcaring.tumblr.com/post/155088410021/i-guess-the-counterpoint-to-your-largely,,24,41,17,,0,0
theunitofcaring.tumblr.com/post/115005354396,,23,41,19,,0,0
theunitofcaring.tumblr.com/post/108990024816/how-do-you-tell-someone-w-an-anxiety-disorder,,27,41,21,,0,0
theunitofcaring.tumblr.com/post/172840368486/livingwithinreason-theunitofcaring,,27,40,16,,0,0
theunitofcaring.tumblr.com/post/159880144956/im-boggling-trying-and-failing-to-understand-how,,25,40,16,,0,0
theunitofcaring.tumblr.com/post/117552674671/dear-president-2016,,18,40,14,,0,0
theunitofcaring.tumblr.com/post/119009537736/notcisjustwoman-celtyradfem,,32,40,16,,0,0
theunitofcaring.tumblr.com/post/140767715771/deeppyre-the-thing-about-having-a-gender,,25,40,16,,0,0
theunitofcaring.tumblr.com/post/132923825311/swedens-immigration-policies-have-transformed-it,,19,40,13,,0,0
theunitofcaring.tumblr.com/post/168905266556/as-a-young-adult-i-thought-that-basically-having,,19,40,14,,0,0
theunitofcaring.tumblr.com/post/173933977411/for-a-non-abuse-example-of-that-dynamic-i-get,,18,40,15,,0,0
theunitofcaring.tumblr.com/post/168201153351/have-you-looked-into-adhd-your-posts-from,,27,40,14,,0,0
theunitofcaring.tumblr.com/post/168810011931/today-facebook-recommended-me-this-post-the-post,,19,40,13,,0,0
theunitofcaring.tumblr.com/post/126528545931/translation,,22,40,14,,0,0
theunitofcaring.tumblr.com/post/163565483101/this-isnt-saying-anything-new-its-just-taking,,24,40,15,,0,0
theunitofcaring.tumblr.com/post/180215005161/have-you-tried-using-mastodon-or-some-other,,57,40,16,,0,0
theunitofcaring.tumblr.com/post/125132330421,,18,40,15,,0,0
theunitofcaring.tumblr.com/post/159981093146/inside-the-online-community-of-men-who-preach,,19,40,14,,0,0
theunitofcaring.tumblr.com/post/169455899971/the-other-part-of-the-picture-is-that-once-a,,26,40,15,,0,0
theunitofcaring.tumblr.com/post/168015344946/i-wrote-a-while-ago-about-my-baby-roommate-and,,15,40,13,,0,0
theunitofcaring.tumblr.com/post/149677505536,,20,40,15,,0,0
theunitofcaring.tumblr.com/post/143358440636/so-theres-this-story-that-my-grandmother-loves,,18,40,15,,0,0
theunitofcaring.tumblr.com/post/163638778421/i-think-white-supremacists-lean-really-hard-on-the,,25,40,15,,0,0
theunitofcaring.tumblr.com/post/176075623696/in-2014-former-cia-and-nsa-director-michael,,19,40,14,,0,0
theunitofcaring.tumblr.com/post/177842591031/what-are-your-favorite-virtues,,19,40,13,,0,0
theunitofcaring.tumblr.com/post/126884801426,,18,40,13,,0,0
theunitofcaring.tumblr.com/post/171504653681/childrens-rights-is-a-hard-problem-but-i-think-as,,25,40,15,,0,0
theunitofcaring.tumblr.com/post/134251278481/more-i-dont-want-to-reblog-the-posts-in,,25,40,13,,0,0
theunitofcaring.tumblr.com/post/147876603996/so-tim-kaine-is-catholic-and-believes-that,,35,40,15,,0,0
theunitofcaring.tumblr.com/post/115639218201/what-are-your-thoughts-on-engaging-with-people-who,,23,40,15,,0,0
theunitofcaring.tumblr.com/post/174677208031/i-typed-developing-a-work-ethic-which-i-think,,16,40,13,,0,0
theunitofcaring.tumblr.com/post/171424984101/oh-relatedly-occupancy-laws-are-another-example,,14,40,13,,0,0
theunitofcaring.tumblr.com/post/168988264131/so-i-know-you-are-very-open-about-valuing,,21,40,16,,0,0
theunitofcaring.tumblr.com/post/126310876481/preference-accommodation-problems,,308,40,13,,0,0
theunitofcaring.tumblr.com/post/165270233486/i-just-went-ahead-and-froze-my-credit-with-all,,19,40,13,,0,0
theunitofcaring.tumblr.com/post/122999375076/okay-i-promised-id-stay-out-of-the-latest-bi,,33,40,14,,0,0
theunitofcaring.tumblr.com/post/164797056166/there-are-two-different-things-that-both-get,,20,40,14,,0,0
theunitofcaring.tumblr.com/post/169192094576/we-live-in-a-world-where-you-can-save-a-family,,30,40,17,,0,0
theunitofcaring.tumblr.com/post/118732286191/when-i-was-a-kid-my-dad-told-me-that-during,,17,40,13,,38,39
theunitofcaring.tumblr.com/post/140179378891,,19,40,13,,0,0
theunitofcaring.tumblr.com/post/156505263496/im-sad-a-lot-of-good-brilliant-kind-people-who,,25,40,14,,0,0
theunitofcaring.tumblr.com/post/165944463436/the-openphil-report-on-incarceration-explains-all,,21,40,13,,0,0
theunitofcaring.tumblr.com/post/159767575851/oh-related-to-the-discussion-yesterday-my,,23,40,14,,0,0
theunitofcaring.tumblr.com/post/133097308546/this-cartoon-nails-the-32-types-of-anti-feminists,,22,39,12,,0,0
theunitofcaring.tumblr.com/post/130843648196/theres-a-trait-some-well-intentioned-smart,,13,39,9,,0,0
theunitofcaring.tumblr.com/post/135275054831/as-some-of-you-know-ive-pledged-to-give-30-of,,37,39,10,,0,0
theunitofcaring.tumblr.com/post/101994114241/more-problems-with-safe-spaces,,19,39,12,,0,0
theunitofcaring.tumblr.com/post/157677453171/the-supreme-court-case-on-whether-trans-students,,22,39,10,,0,0
theunitofcaring.tumblr.com/post/171880375371/i-dont-feel-like-you-actually-understand-terf,,44,39,12,,0,0
theunitofcaring.tumblr.com/post/153840704011/when-ivanka-was-a-kid-she-got-frustrated-because,,17,39,12,,0,0
theunitofcaring.tumblr.com/post/171313702676/i-think-the-main-thing-that-gym-classes-taught-me,,16,39,12,,0,0
theunitofcaring.tumblr.com/post/159816060216/i-have-now-talked-with-multiple-bi-women-whove,,28,39,10,,0,0
theunitofcaring.tumblr.com/post/122515750901/i-really-agree-with-john-roberts-dissent-in-the,,15,39,10,,0,0
theunitofcaring.tumblr.com/post/137309360396/splain-it-to-me,,13,39,9,,0,0
theunitofcaring.tumblr.com/post/134251278481,,14,39,11,,0,0
theunitofcaring.tumblr.com/post/130843648196,,13,39,10,,0,0
theunitofcaring.tumblr.com/post/169119648571/i-think-some-of-the-object-level-objections-you,,13,39,10,,0,0
theunitofcaring.tumblr.com/post/108513338296/related-to-this-eric-roberts-teaches-at-my,,27,39,11,,0,0
theunitofcaring.tumblr.com/post/130372287961/there-was-a-top-post-on-reddit-yesterday-about-a,,19,39,9,,0,0
theunitofcaring.tumblr.com/post/162514567561/ive-been-trying-to-sort-through-the-competing,,18,39,11,,0,0
theunitofcaring.tumblr.com/post/181280034846/i-talk-to-a-lot-of-people-to-whom-its-really,,23,39,9,,0,0
theunitofcaring.tumblr.com/post/170920572701/so-you-know-how-theres-that-book-that-claims,,12,39,10,,0,0
theunitofcaring.tumblr.com/post/177113789426/in-college-i-did-a-lot-of-satisficing-i-tried-to,,13,39,11,,0,0
theunitofcaring.tumblr.com/post/156601156506/last-night-there-was-a-highly-upvoted,,27,39,11,,0,0
theunitofcaring.tumblr.com/post/138645885186/angryhausfrau-penelopticon-i-love-when,,16,39,11,,0,0
theunitofcaring.tumblr.com/post/175147222856/im-having-this-horrible-dread-and-confusion-and,,23,39,11,,55,58
theunitofcaring.tumblr.com/post/134029825591,,16,39,11,,0,0
theunitofcaring.tumblr.com/post/136869065976/so-and-i-might-be-overreacting-but-and-i-get,,18,39,9,,0,0
theunitofcaring.tumblr.com/post/122737153406/am-i-missing-anything-or-is-homonationalist,,12,39,9,,0,0
theunitofcaring.tumblr.com/post/135817977591/im-sure-you-know-a-good-version-of-the-freedom,,19,39,10,,0,0
theunitofcaring.tumblr.com/post/101893198636/add-lesbians,,13,39,12,,0,0
theunitofcaring.tumblr.com/post/140198089731/a-while-ago-i-told-someone-that-i-was-feeling,,22,39,12,,0,0
theunitofcaring.tumblr.com/post/169751341091/i-am-29-male-a-virgin-generally-the-target-of,,13,39,10,,0,0
theunitofcaring.tumblr.com/post/163208292846/this-study-has-graphics-breaking-down-different,,13,39,9,,0,0
theunitofcaring.tumblr.com/post/126699724751/lezgem-theunitofcaring-lezgem,,24,39,12,,0,0
theunitofcaring.tumblr.com/post/178254267151/today-two-people-i-know-came-forward-about-abuse,,27,39,9,,0,0
theunitofcaring.tumblr.com/post/173487165541/this-is-a-review-of-infinity-war-with-spoilers-i,,17,39,11,,0,0
theunitofcaring.tumblr.com/post/182922268461/i-was-sitting-at-my-computer-for-hours-trying,,56,39,11,,0,0
theunitofcaring.tumblr.com/post/126392082236,,11,39,11,,0,0
theunitofcaring.tumblr.com/post/175282085631/im-slightly-worried-that-the-discourse-around,,17,39,12,,0,0
theunitofcaring.tumblr.com/post/173618539741/i-know-who-you-used-to-be-youre-not-fooling,,17,39,10,,0,0
theunitofcaring.tumblr.com/post/166125510071/i-am-trying-to-put-together-a-real-blog-post,,20,39,11,,0,0
theunitofcaring.tumblr.com/post/176275091706/san-francisco-is-trying-to-ban-employers-from,,169,39,11,,0,0
theunitofcaring.tumblr.com/post/163259214286/please-please-expand-on-your-list-of-things-which,,17,39,12,,0,0
theunitofcaring.tumblr.com/post/151948333226/the-washington-post-chronicles-how-the-son-of-the,,11,39,9,,0,0
theunitofcaring.tumblr.com/post/154995242401/fascists-are-evil-and-indefensible-they-also,,24,39,12,,0,0
theunitofcaring.tumblr.com/post/124867602331/thought-prompted-by-having-watched-way-too-much,,22,39,11,,0,0
theunitofcaring.tumblr.com/post/132128504586,,15,39,11,,0,0
theunitofcaring.tumblr.com/post/169067230536/how-did-you-get-in-to-stanford-with-adhd,,20,39,11,,0,0
theunitofcaring.tumblr.com/post/137676149071/some-of-the-women-on-my-campus-have-taken-to,,14,39,10,,0,0
theunitofcaring.tumblr.com/post/152032353641/this-post-linking-rather-than-reblogging-because,,12,39,10,,0,0
theunitofcaring.tumblr.com/post/152523870186/men-abandon-groundbreaking-study-on-male-birth,,14,39,11,,0,0
theunitofcaring.tumblr.com/post/125132330421/comparativelysuperlative-funereal-disease-i,,14,39,12,,0,0
theunitofcaring.tumblr.com/post/118819569506,,45,39,10,,0,0
theunitofcaring.tumblr.com/post/152032353641,,10,39,9,,0,0
theunitofcaring.tumblr.com/post/178806876461/can-i-still-see-a-therapist-if-i-have-no-life,,68,39,11,,0,0
theunitofcaring.tumblr.com/post/156611513161/i-am-not-happy-i-read-scotts-most-recent-post-a,,23,39,9,,0,0
theunitofcaring.tumblr.com/post/150043421766,,14,39,9,,0,0
theunitofcaring.tumblr.com/post/160087959381/unverified-claim-i-coincidentally-heard-today,,14,39,12,,0,0
theunitofcaring.tumblr.com/post/114077699676/are-you-an-environmentalist,,23,39,10,,0,0
theunitofcaring.tumblr.com/post/157052704756/getting-past-the-filter,,12,39,10,,0,0
theunitofcaring.tumblr.com/post/127201775321,,13,39,9,,0,0
theunitofcaring.tumblr.com/post/167308896101/some-people-have-never-ever-encountered-a-bad-one,,17,39,12,,0,0
theunitofcaring.tumblr.com/post/176563625686,,57,39,9,,0,0
theunitofcaring.tumblr.com/post/127201775321/deathnymphh-rubyfruitjumble,,14,39,9,,0,0
theunitofcaring.tumblr.com/post/166442737856/i-sometimes-change-my-mind-in-an-argument-but-i,,20,39,10,,0,0
theunitofcaring.tumblr.com/post/162063133596/injygo-tagged-that-last-post-the-primary-goal,,14,39,12,,0,0
theunitofcaring.tumblr.com/post/102315460211/curiosity-killed-the-cat-but-it-also-killed-the,,18,39,12,,0,0
theunitofcaring.tumblr.com/post/126362443961,,14,39,10,,0,0
theunitofcaring.tumblr.com/post/117203975026,,19,39,10,,0,0
theunitofcaring.tumblr.com/post/122296398681/a-little-while-ago-i-was-talking-with-someone,,17,39,12,,0,0
theunitofcaring.tumblr.com/post/109539506206/jonathan-chait,,13,39,9,,0,0
theunitofcaring.tumblr.com/post/173708651326/there-are-actually-a-lot-of-parallels-between-that,,15,39,10,,0,0
theunitofcaring.tumblr.com/post/176206333301/i-dont-think-people-should-be-executed,,16,39,9,,0,0
theunitofcaring.tumblr.com/post/132193454071,,12,39,12,,0,0
theunitofcaring.tumblr.com/post/139742672056/phylogenetic-analyses-suggests-fairy-tales-are,,20,39,12,,0,0
theunitofcaring.tumblr.com/post/169965800866/please-understand-that-most-people-who-say-they,,8,38,7,,0,0
theunitofcaring.tumblr.com/post/127048213800,,9,38,7,,0,0
theunitofcaring.tumblr.com/post/113029185206,,9,38,7,,0,0
theunitofcaring.tumblr.com/post/178821571726/is-there-actually-any-evidence-for-the-kavanaugh,,8,38,8,,0,0
theunitofcaring.tumblr.com/post/130715781106/the-soviets-were-slightly-less-antisemitic-than,,13,38,8,,0,0
theunitofcaring.tumblr.com/post/161033986741/what-now-open-borders-advocates,,15,38,8,,0,0
theunitofcaring.tumblr.com/post/158042696391/kvltmvtherfvcker1349mvrdermvsic,,57,38,7,,0,0
theunitofcaring.tumblr.com/post/141613777786/youre-not-jewish-youre-just-a-person-who-likes,,13,38,8,,0,0
theunitofcaring.tumblr.com/post/165752457961/even-when-i-know-perfectly-well-that-the-thing,,10,38,8,,0,0
theunitofcaring.tumblr.com/post/127042247506/if-you-have-kids-will-you-enforce,,9,38,7,,0,0
theunitofcaring.tumblr.com/post/175512612021/i-dont-get-it-if-you-think-open-borders-should,,56,38,8,,0,0
theunitofcaring.tumblr.com/post/153541620951/ive-seen-a-lot-of-people-lately-saying-fascism-is,,10,38,7,,0,0
theunitofcaring.tumblr.com/post/165957658611/im-a-suicidal-trans-minor-used-a-gay-rights-song,,23,38,8,,0,0
theunitofcaring.tumblr.com/post/173933561351/theres-a-lot-of-discussion-on-my-dashboard-of-the,,9,38,7,,0,0
theunitofcaring.tumblr.com/post/155094411636/my-blog-url-is-a-reference-to-an-old-post-of,,15,38,7,,0,0
theunitofcaring.tumblr.com/post/156250257696/how-do-you-general-you-deal-with-the-thing-where,,17,38,8,,0,0
theunitofcaring.tumblr.com/post/170515640521/how-do-i-know-that-the-terfs-and-the-right-wingers,,9,38,7,,0,0
theunitofcaring.tumblr.com/post/134069387161,,8,38,7,,0,0
theunitofcaring.tumblr.com/post/168087435016/hi-for-a-long-time-i-basically-sided-with-trans,,13,38,8,,0,0
theunitofcaring.tumblr.com/post/137140509701,,11,38,7,,0,0
theunitofcaring.tumblr.com/post/105156405951,,9,38,7,,0,0
theunitofcaring.tumblr.com/post/118993949521/sort-of-a-silly-question-but-what-was-your,,9,38,8,,0,0
theunitofcaring.tumblr.com/tagged/Anonymous,,26,38,7,,0,0
theunitofcaring.tumblr.com/post/126362443961/dear-new-atheists,,16,38,8,,0,0
theunitofcaring.tumblr.com/post/177639746626/unpopular-opinion-we-shouldnt-shame-trump-for,,12,38,7,,0,0
theunitofcaring.tumblr.com/post/181393724776/taymonbeal-cptsdcarlosdevil-thefoggygolem,,24,38,7,,0,0
theunitofcaring.tumblr.com/post/156189111876/how-do-you-feel-about-richard-spencer-being,,8,38,7,,0,0
theunitofcaring.tumblr.com/post/151624556646/hey-so-um-suppose-hypothetically-that-theres,,12,38,8,,0,0
theunitofcaring.tumblr.com/post/151400155896/i-dont-think-social-justice-is-healthy,,30,38,7,,0,0
theunitofcaring.tumblr.com/post/169507606406/whats-the-significance-of-you-gave-me-wings-when,,8,38,7,,0,0
theunitofcaring.tumblr.com/post/159100839921/the-district-of-columbia-requirement-that,,21,38,8,,0,0
theunitofcaring.tumblr.com/post/164257516511/waving-nazi-flags-does-not-legally-count-as,,10,38,7,,0,0
theunitofcaring.tumblr.com/post/115184003756,,13,38,8,,0,0
theunitofcaring.tumblr.com/post/142939276466,,20,38,7,,0,0
theunitofcaring.tumblr.com/post/152436960606,,8,38,8,,0,0
theunitofcaring.tumblr.com/post/170086366871/i-was-a-disappointed-to-read-your-recent-comments,,10,38,7,,0,0
theunitofcaring.tumblr.com/post/160842236751/this-article-is-an-instance-of-a-way-of-talking,,12,38,8,,0,0
theunitofcaring.tumblr.com/post/135469434596/different-person-i-dont-think-you-should-be,,9,38,7,,0,0
theunitofcaring.tumblr.com/post/173660842246/my-biggest-issue-with-regards-to-sex-robots-is-the,,10,38,8,,0,0
theunitofcaring.tumblr.com/post/136584239546/i-just-finished-with-college-i-want-to-make-the,,8,38,8,,0,0
theunitofcaring.tumblr.com/post/126103576566/dear-unitofcaring-what-is-the-unit-of-caring,,12,38,8,,0,0
theunitofcaring.tumblr.com/post/172144044296/gruntledandhinged-re-that-anon-from,,12,38,7,,0,0
theunitofcaring.tumblr.com/post/122911125091/warpedellipsis-beyonce-mitosis-beyonslayed,,12,38,8,,0,0
theunitofcaring.tumblr.com/post/125552153181,,7,38,7,,0,0
theunitofcaring.tumblr.com/post/124084847686,,10,38,8,,0,0
theunitofcaring.tumblr.com/post/158558359241/theres-a-case-to-be-made-that-the-cuts-to,,11,38,7,,0,0
theunitofcaring.tumblr.com/post/169628945591/also-in-the-us-today-this-should-be-illegal,,11,38,8,,0,0
theunitofcaring.tumblr.com/post/135400140231/you-have-the-most-hilariously-naive-politics-ive,,8,38,8,,0,0
theunitofcaring.tumblr.com/post/109585654809/life-hack-prevent-dishes-from-piling-up-in-the,,9,38,7,,0,0
theunitofcaring.tumblr.com/post/182126362986/todays-the-march-for-life-i-feel-like-i-have-a,,19,38,8,,0,0
theunitofcaring.tumblr.com/post/154097910206/election-reform-that-the-us-needs,,9,38,7,,0,0
theunitofcaring.tumblr.com/post/137592032761,,9,38,7,,0,0
theunitofcaring.tumblr.com/post/172358225361/me-to-realtor-so-wed-want-to-buy-these-two,,13,38,8,,0,0
theunitofcaring.tumblr.com/post/170394947416/i-feel-like-people-on-this-site-are-unaware-that,,14,38,7,,0,0
theunitofcaring.tumblr.com/post/157070481081/last-year-there-was-a-guy-who-started-posting-to,,10,38,7,,0,0
theunitofcaring.tumblr.com/post/152932988096,,8,38,7,,0,0
theunitofcaring.tumblr.com/post/162676547896/this-is-an-interaction-that-i-had-frequently-until,,10,38,7,,0,0
theunitofcaring.tumblr.com/post/130662464031,,9,38,8,,0,0
theunitofcaring.tumblr.com/post/166309557271/i-struggle-to-pay-for-housing-and-medical-care-on,,14,38,8,,0,0
theunitofcaring.tumblr.com/post/108862415866/gender-and-stuff,,28,38,8,,0,0
theunitofcaring.tumblr.com/post/128581202091/hey-if-youre-not-physically-disabled-and-just-nd,,12,38,8,,0,0
theunitofcaring.tumblr.com/post/157214672131/that-is-very-much-what-is-happening-but-i-cannot,,8,38,7,,0,0
theunitofcaring.tumblr.com/post/152400532746/can-speech-acts-here-not-including-literal-calls,,8,38,8,,0,0
theunitofcaring.tumblr.com/post/117664929981/randy-boehning,,13,38,8,,0,0
