------------------------------------------------------------------------
Top Pages for,sive.rs
Sorted by,page_authority
Filter,all
------------------------------------------------------------------------

URL,Title,Total Links,PA,Linking Domains to Page,HTTP Status Code,Outbound Domains from Page,Outbound Links from Page
sive.rs/zipit,Announcing your plans makes you less motivated to accomplish them | Derek Sivers,2067,35,648,200,7,12
sive.rs/openbsd,OpenBSD : why and how | Derek Sivers,548,35,144,200,15,28
sive.rs/podcast.rss,,93,35,30,,0,0
sive.rs/advice,Beware of advice | Derek Sivers,106,35,43,200,2,2
sive.rs/horses,My favorite fable | Derek Sivers,381,35,137,200,0,0
sive.rs/walkways,Let pedestrians define the walkways | Derek Sivers,206,35,67,200,0,0
sive.rs/eml,Experiments in music and life | Derek Sivers,240,35,56,200,0,0
sive.rs/abdicate,"Delegate, but don’t abdicate | Derek Sivers",107,35,23,200,0,0
sive.rs/goals,"Goals shape the present, not the future. | Derek Sivers",311,35,49,200,0,0
sive.rs/dc,Disconnect | Derek Sivers,149,35,65,200,2,3
sive.rs/syk,Every breakthrough comes from someone you know. | Derek Sivers,42,35,22,200,0,0
sive.rs/cdbf,Little things make all the difference | Derek Sivers,118,35,26,200,0,0
sive.rs/3in,Repeatedly follow-up to show you care. | Derek Sivers,45,35,30,200,0,0
sive.rs/how2hire,How to hire a programmer to make your ideas happen | Derek Sivers,582,35,146,200,3,3
sive.rs/bfaq,about my book notes | Derek Sivers,105,35,40,200,0,0
sive.rs/7,My writing process | Derek Sivers,338,35,48,200,1,3
sive.rs/trd,"When in doubt, try the difference | Derek Sivers",108,35,41,200,0,0
sive.rs/vls1,Living according to your hierarchy of values | Derek Sivers,109,35,41,200,0,0
sive.rs/mindset,Fixed mindset vs Growth mindset | Derek Sivers,376,35,143,200,0,0
sive.rs/d1u,How to be useful to others | Derek Sivers,76,35,40,200,3,3
sive.rs/d1t,How to thrive in an unknowable future | Derek Sivers,78,35,41,200,0,0
sive.rs/wtg,"When you win the game, you stop playing | Derek Sivers",59,35,26,200,0,0
sive.rs/exan,Why experts are annoying | Derek Sivers,77,35,38,200,0,0
sive.rs/publicu,The public you is not you | Derek Sivers,63,34,25,200,0,0
sive.rs/compass,Compass in your gut | Derek Sivers,80,34,27,200,0,0
sive.rs/bizriff,Business is creative. | Derek Sivers,40,34,20,200,0,0
sive.rs/rounded,Well-rounded doesn’t cut. | Derek Sivers,33,34,17,200,0,0
sive.rs/2c,Don’t add your two cents | Derek Sivers,220,34,69,200,0,0
sive.rs/15-years,After fifteen years of practice | Derek Sivers,212,34,66,200,1,1
sive.rs/d1s,What to do when you get successful | Derek Sivers,27,34,17,200,0,0
sive.rs/evers,Be an extreme character. | Derek Sivers,67,34,28,200,0,0
sive.rs/quit,Quitting something you love | Derek Sivers,110,34,41,200,0,0
sive.rs/unun,Unlikely places and untangled goals | Derek Sivers,118,34,42,200,7,8
sive.rs/confidence,Confidence required | Derek Sivers,83,34,25,200,3,4
sive.rs/being,"It’s about being, not having | Derek Sivers",34,34,18,200,0,0
sive.rs/tarzan,Change careers like Tarzan | Derek Sivers,141,34,56,200,1,1
sive.rs/gofilt,"Get rejected, get filtered. | Derek Sivers",34,34,19,200,0,0
sive.rs/ws,Why my code and ideas are public | Derek Sivers,176,34,63,200,0,0
sive.rs/career,How to change or build your career | Derek Sivers,167,34,66,200,4,5
sive.rs/asking,Don’t start a business until people are asking you to | Derek Sivers,87,34,40,200,1,1
sive.rs/4,Cross the world four times | Derek Sivers,181,34,54,200,0,0
sive.rs/capt,Captain T | Derek Sivers,93,34,19,200,1,1
sive.rs/ayw1,Ten years of experience in one hour | Derek Sivers,45,34,19,200,0,0
sive.rs/d22,Cut out everything that’s not surprising | Derek Sivers,98,34,45,200,0,0
sive.rs/masch,Mastery school | Derek Sivers,56,34,20,200,1,2
sive.rs/ldn,What happens when we ignore plans? | Derek Sivers,58,34,21,200,0,0
sive.rs/ayw4,Make a dream come true | Derek Sivers,45,34,20,200,0,0
sive.rs/useless,"Art is useless, and so am I | Derek Sivers",92,34,44,200,1,2
sive.rs/abio,Future posthumous autobiography | Derek Sivers,68,34,30,200,0,0
sive.rs/antic,Anti-chameleon | Derek Sivers,181,34,21,200,1,1
sive.rs/done,How I knew I was done with my company | Derek Sivers,287,34,61,200,0,0
sive.rs/promobox,"Promo bits, ready to copy | Derek Sivers",29,34,17,200,0,0
m.sive.rs/2020-05-DerekSivers-JethroJones.mp3,,19,34,12,,0,0
sive.rs/noads,Why no advertising? | Derek Sivers,72,34,34,200,0,0
sive.rs/pinit2,Podcast published today | Derek Sivers,77,34,43,200,1,1
sive.rs/we14,Wood Egg 2014 books are on sale now | Derek Sivers,60,34,26,200,1,18
sive.rs/why,Why are you doing? | Derek Sivers,381,34,68,200,0,0
sive.rs/list,email list | Derek Sivers,42,34,25,200,0,0
sive.rs/ayw3,Just selling my CD | Derek Sivers,112,34,22,200,0,0
sive.rs/singapore,I moved to Singapore | Derek Sivers,789,34,66,200,13,18
sive.rs/ww,What I did belies why | Derek Sivers,54,34,22,200,0,0
sive.rs/morepay,"The higher the price, the more they value it. | Derek Sivers",61,34,40,200,0,0
sive.rs/clothes,My old clothes don’t fit | Derek Sivers,150,34,52,200,1,2
sive.rs/mfg,Moving for good | Derek Sivers,96,34,50,200,1,2
sive.rs/berklee,6 things I wish I knew the day I started Berklee | Derek Sivers,286,34,106,200,2,2
sive.rs/pe,Have a private email account | Derek Sivers,596,34,29,200,3,3
sive.rs/sauna,Back and forth between super-hot and super-cold | Derek Sivers,62,34,25,200,1,1
sive.rs/lw,I love being wrong | Derek Sivers,62,34,27,200,0,0
sive.rs/erra,"Err on the side of action, to test theories | Derek Sivers",66,34,25,200,0,0
sive.rs/360,No rules in this game | Derek Sivers,69,34,28,200,5,7
sive.rs/metac,Meta-considerate | Derek Sivers,64,34,28,200,0,0
sive.rs/startnow,Start now. No funding needed. | Derek Sivers,123,34,32,200,0,0
sive.rs/character,Character predicts your future | Derek Sivers,150,34,32,200,0,0
sive.rs/tilt,Tilting my mirror (motivation is delicate) | Derek Sivers,136,34,45,200,0,0
sive.rs/tp3,Would you make your art if you were the last person on earth? | Derek Sivers,59,34,21,200,0,0
sive.rs/neverwait,Never wait. | Derek Sivers,63,34,27,200,0,0
sive.rs/cs,The philosophy of great customer service | Derek Sivers,229,34,104,200,1,1
m.sive.rs/2020-05-DerekSivers-FarOut.mp3,,21,34,13,,0,0
sive.rs/d1x,How to stop being rich and happy | Derek Sivers,48,34,24,200,0,0
sive.rs/futures,Possible futures | Derek Sivers,104,34,29,200,0,0
sive.rs/res,What it means to be resourceful | Derek Sivers,84,34,36,200,0,0
sive.rs/hf,Your heroes show which way you’re facing | Derek Sivers,72,34,27,200,0,0
sive.rs/actid,Small actions change your self-identity | Derek Sivers,31,34,17,200,0,0
sive.rs/options,There are always more than two options | Derek Sivers,147,34,41,200,0,0
sive.rs/itunes,The day Steve Jobs dissed me in a keynote | Derek Sivers,621,34,108,200,0,0
sive.rs/andor,Procrastination hack: change “and” to “or” | Derek Sivers,73,34,30,200,0,0
sive.rs/facebook,Why I’m not on Facebook | Derek Sivers,143,34,50,200,4,4
sive.rs/my-fault,Everything is my fault | Derek Sivers,242,34,100,200,0,0
m.sive.rs/2020-05-DerekSivers-AndrewDubber.mp3,,23,34,13,,0,0
sive.rs/no2,Saying no to everything else | Derek Sivers,231,34,59,200,1,1
sive.rs/fish,Fish don’t know they’re in water | Derek Sivers,370,34,106,200,1,1
sive.rs/bad,Getting out of a bad state of mind | Derek Sivers,126,34,52,200,0,0
sive.rs/mirror,Imitate. We are imperfect mirrors. | Derek Sivers,101,34,37,200,0,0
sive.rs/netskill,"Use the internet, not just companies. | Derek Sivers",130,34,54,200,0,0
sive.rs/gofear,Heed your fears | Derek Sivers,59,34,26,200,0,0
sive.rs/aos,The art of selfishness | Derek Sivers,60,34,22,200,1,1
sive.rs/sharing,The co-op business model: share whatever you’ve got | Derek Sivers,229,34,90,200,0,0
sive.rs/tp2,Travel without social praise | Derek Sivers,87,34,29,200,1,1
sive.rs/extremex,You don’t get extreme results without extreme actions. | Derek Sivers,29,34,15,200,0,0
sive.rs/desperate,Does it help to be desperate? | Derek Sivers,76,34,30,200,3,5
sive.rs/hate,Loving what I used to hate | Derek Sivers,129,34,40,200,0,0
sive.rs/trustbut,"Trust, but verify | Derek Sivers",121,34,22,200,0,0
sive.rs/city,Move to the big city. | Derek Sivers,101,34,48,200,0,0
sive.rs/delegate,Delegate or die: the self-employed trap | Derek Sivers,397,34,109,200,0,0
sive.rs/quality,Same word. Different places? Different meanings. | Derek Sivers,166,34,52,200,3,20
sive.rs/kit,Keep in touch. | Derek Sivers,472,34,36,200,0,0
sive.rs/unmo,When you’re extremely unmotivated | Derek Sivers,99,34,41,200,0,0
sive.rs/expire,"Keep earning your title, or it expires | Derek Sivers",134,34,61,200,0,0
sive.rs/hatenot,What do you hate not doing? | Derek Sivers,141,34,42,200,0,0
sive.rs/flipstick,Flip it in your favor. | Derek Sivers,115,34,34,200,2,2
sive.rs/ss,Smart people don’t think others are stupid | Derek Sivers,284,34,96,200,0,0
sive.rs/ml,The Meaning of Life | Derek Sivers,344,34,114,200,4,5
sive.rs/book/OnWritingWell,On Writing Well - by William Zinsser | Derek Sivers,127,34,44,200,1,1
sive.rs/infinity,,88,34,36,,3,3
sive.rs/comfort,"Push, push, push. Expanding your comfort zone. | Derek Sivers",242,34,85,200,0,0
sive.rs/tp1,Travel without a phone | Derek Sivers,196,34,45,200,0,0
sive.rs/prog,Should you learn programming? Yes. | Derek Sivers,272,34,82,200,4,9
sive.rs/now3,nownownow.com | Derek Sivers,116,34,69,200,6,6
sive.rs/sakamoto,How I became Ryuichi Sakamoto’s guitarist | Derek Sivers,85,34,38,200,3,9
sive.rs/up2you,Assume nobody is going to help you. | Derek Sivers,203,34,59,200,0,0
sive.rs/passion,If you think you haven’t found your passion… | Derek Sivers,120,34,35,200,0,0
sive.rs/daydream,Daydreaming is my favorite pastime | Derek Sivers,62,34,25,200,1,1
sive.rs/soso,Solitary socialite | Derek Sivers,71,34,38,200,0,0
sive.rs/thx,How to take a compliment | Derek Sivers,80,34,30,200,1,1
sive.rs/unlearning,Unlearning | Derek Sivers,184,34,63,200,0,0
sive.rs/counter,Singing the counter-melody | Derek Sivers,100,34,50,200,3,3
sive.rs/trav1,What you learn by travelling | Derek Sivers,56,34,23,200,0,0
sive.rs/jac,Jac Holzman | Derek Sivers,69,34,22,200,6,12
sive.rs/ddown,"Daydreaming the downside, for once | Derek Sivers",52,34,18,200,4,4
sive.rs/milt,"OK Milt, I’ll start writing again | Derek Sivers",162,34,40,200,1,1
sive.rs/hi,Human Intervention as a Competitive Advantage | Derek Sivers,288,34,63,200,1,1
sive.rs/pp,Pricing philosophy | Derek Sivers,77,34,43,200,0,0
sive.rs/io,Seeking inspiration? | Derek Sivers,229,34,66,200,1,1
sive.rs/ccom,Considerate communication | Derek Sivers,38,34,23,200,0,0
sive.rs/fela,"two three four ONE, two three four ONE | Derek Sivers",29,34,17,200,1,1
sive.rs/ayw7,Make it anything you want | Derek Sivers,104,34,20,200,0,0
sive.rs/ox1,I’ve moved from New Zealand to Oxford England | Derek Sivers,68,34,27,200,2,2
sive.rs/podcast,podcast | Derek Sivers,144,34,54,200,54,64
sive.rs/game,How will this game end? | Derek Sivers,74,34,32,200,0,0
sive.rs/bye-bye-baby,"Bye-Bye, Baby! | Derek Sivers",221,34,56,200,2,2
sive.rs/steps,Imagining lots of tedious steps? Or one fun step? | Derek Sivers,61,34,23,200,0,0
sive.rs/hundreds,Stay in touch with hundreds of people. | Derek Sivers,75,34,38,200,0,0
sive.rs/robust,Fragile Plan vs Robust Plan | Derek Sivers,197,34,41,200,4,5
sive.rs/cons,“Marketing” just means being considerate. | Derek Sivers,80,34,48,200,0,0
sive.rs/bronze,"Think like a bronze medalist, not silver | Derek Sivers",230,34,87,200,1,2
sive.rs/gpers,Get personal. | Derek Sivers,42,34,26,200,0,0
sive.rs/rails2php,7 reasons I switched back to PHP after 2 years on Rails | Derek Sivers,49,34,33,200,3,6
sive.rs/xn,It’s all who you know? | Derek Sivers,170,34,59,200,4,5
sive.rs/pg2,PostgreSQL example of self-contained stored procedures | Derek Sivers,162,34,66,200,1,1
sive.rs/1pct,If only one percent of those people… | Derek Sivers,128,34,49,200,0,0
sive.rs/hs,Life is like high school. | Derek Sivers,51,34,24,200,0,0
sive.rs/switch,Switch strategies | Derek Sivers,107,34,42,200,0,0
sive.rs/drama,Kurt Vonnegut explains drama | Derek Sivers,1331,34,337,200,1,1
sive.rs/metaphor,"Learning the lesson, not the example. | Derek Sivers",52,34,18,200,0,0
sive.rs/232,232 sand dollars | Derek Sivers,107,34,34,200,1,1
sive.rs/rayko,Shining example: Rayko | Derek Sivers,111,34,20,200,1,1
sive.rs/freedom,Is there such a thing as too much freedom? | Derek Sivers,114,34,30,200,0,0
sive.rs/book/WillpowerInstinct,The Willpower Instinct - by Kelly McGonigal | Derek Sivers,48,33,24,200,1,1
sive.rs/ebert2,The Great Movies | Derek Sivers,114,33,57,200,1,365
sive.rs/accch,Accelerate change | Derek Sivers,27,33,15,200,0,0
sive.rs/solicited,How to get through the gates? | Derek Sivers,24,33,13,200,0,0
sive.rs/pigs-sharks,Piracy is not the problem | Derek Sivers,73,33,23,200,0,0
sive.rs/label-list,"If I had a record label, would you be signed to it? | Derek Sivers",30,33,16,200,0,0
sive.rs/inlove,"What’s the difference between like, love, and in-love? | Derek Sivers",76,33,23,200,0,0
sive.rs/ayw6,This ain’t no revolution | Derek Sivers,34,33,15,200,0,0
m.sive.rs/2020-04-DerekSivers-SmartBrandMarketing.mp3,,20,33,10,,0,0
sive.rs/compensate,Overcompensate to compensate | Derek Sivers,116,33,44,200,1,1
sive.rs/friends,Friends from memory | Derek Sivers,73,33,27,200,0,0
sive.rs/wysl,A curious answer to the most common question | Derek Sivers,30,33,15,200,0,0
sive.rs/musicthoughts2,MusicThoughts update : inspiring quotes for music-makers | Derek Sivers,47,33,14,200,1,6
sive.rs/pinit,initialize | Derek Sivers,25,33,13,200,0,0
m.sive.rs/2020-05-DerekSivers-RobMoore.mp3,,20,33,12,,0,0
sive.rs/novicex,"Be a competent novice, not an expert. | Derek Sivers",25,33,13,200,0,0
m.sive.rs/2020-02-DerekSivers-APSS.mp3,,20,33,10,,0,0
sive.rs/nopr,Why I don’t promote | Derek Sivers,53,33,18,200,1,2
m.sive.rs/2020-04-DerekSivers-Monkii.mp3,,20,33,10,,0,0
sive.rs/uncomparable,Uncomparable: anchor a new mama | Derek Sivers,138,33,21,200,3,4
sive.rs/kl,KarmaList wishlist? | Derek Sivers,52,33,16,200,1,2
sive.rs/actors,A hundred actors on stage | Derek Sivers,28,33,16,200,0,0
m.sive.rs/2020-05-DerekSivers-ErnoHannink.mp3,,20,33,12,,0,0
sive.rs/kidspc,A computer that would require kids to be creative to use it | Derek Sivers,46,33,15,200,1,1
m.sive.rs/2020-02-DerekSivers-Disruptors.mp3,,22,33,12,,0,0
sive.rs/diy,Direct it yourself. | Derek Sivers,45,33,23,200,0,0
sive.rs/decaying,Not what it used to be! | Derek Sivers,49,33,15,200,1,1
sive.rs/ayw5,A business model with only two numbers | Derek Sivers,35,33,15,200,0,0
m.sive.rs/2020-03-DerekSivers-ChrisG.mp3,,18,33,9,,0,0
sive.rs/candles,Selling music by solving a specific need | Derek Sivers,45,33,18,200,0,0
sive.rs/nq,Naïve quitting | Derek Sivers,67,33,28,200,0,0
m.sive.rs/2020-05-DerekSivers-JBrownYoga.mp3,,22,33,11,,0,0
m.sive.rs/2020-04-DerekSivers-SpeakingShow.mp3,,17,33,10,,0,0
sive.rs/mhost,Musician’s own website as definitive source of all info | Derek Sivers,66,33,18,200,0,0
sive.rs/odds,What are the odds of that? | Derek Sivers,65,33,26,200,2,2
sive.rs/aq,Any questions? | Derek Sivers,50,33,17,200,0,0
m.sive.rs/2019-11-DerekSivers-EDM.mp3,,23,33,13,,0,0
sive.rs/noplan,You don’t need a plan or a vision | Derek Sivers,25,33,14,200,0,0
sive.rs/biking,Biking | Derek Sivers,46,33,14,200,4,4
sive.rs/novc,Nothing to waste: The advantage of being under-funded | Derek Sivers,59,33,22,200,0,0
sive.rs/bilbo,Happy 10th Birthday to CD Baby — and an announcement | Derek Sivers,74,33,22,200,0,0
m.sive.rs/2019-12-DerekSivers-ScottPerry.mp3,,20,33,11,,0,0
sive.rs/wwoy,Use the tricks that worked on you. | Derek Sivers,28,33,16,200,0,0
m.sive.rs/2020-05-DerekSivers-JeremyGoldberg.mp3,,19,33,11,,0,0
sive.rs/gethired,How to get hired | Derek Sivers,139,33,55,200,0,0
sive.rs/meaning,Projecting meaning | Derek Sivers,61,33,23,200,1,1
m.sive.rs/2019-12-DerekSivers-CathyHeller.mp3,,23,33,13,,0,0
sive.rs/desperate2,Does it help to be desperate? Part 2 | Derek Sivers,51,33,17,200,0,0
m.sive.rs/2020-03-DerekSivers-DebbieWeil.mp3,,20,33,10,,0,0
sive.rs/ayw,Anything You Want (my first book) | Derek Sivers,88,33,30,200,1,1
sive.rs/hooky,Blowing off work to play | Derek Sivers,55,33,21,200,0,0
sive.rs/the-mob,I miss the mob | Derek Sivers,56,33,23,200,0,0
sive.rs/m2,Some quick context for these stories | Derek Sivers,35,33,12,200,0,0
sive.rs/ayw8,You make your perfect world | Derek Sivers,25,33,14,200,0,0
sive.rs/complainers,Complainers | Derek Sivers,72,33,29,200,0,0
sive.rs/contrarian,Doing the opposite of everyone is valuable. | Derek Sivers,91,33,24,200,3,3
m.sive.rs/2020-03-DerekSivers-Elevate.mp3,,20,33,12,,0,0
sive.rs/wdtrw,Constantly ask what they really want. | Derek Sivers,27,33,16,200,0,0
sive.rs/quirks,Quit quirks when working with others | Derek Sivers,78,33,30,200,1,1
sive.rs/mw,Assume men and women are the same | Derek Sivers,63,33,21,200,0,0
sive.rs/own-nothing,"Ah, to own nothing! | Derek Sivers",71,33,26,200,4,5
sive.rs/m1,What’s inside this book | Derek Sivers,35,33,13,200,0,0
m.sive.rs/2020-04-DerekSivers-IndieMusicMarketing.mp3,,20,33,10,,0,0
sive.rs/details,Detailed dreams blind you to new means. | Derek Sivers,73,33,30,200,0,0
m.sive.rs/2020-04-DerekSivers-BryanVictorLim.mp3,,19,33,9,,0,0
sive.rs/tv,"""Online"" marketing = ""Color"" TV | Derek Sivers",47,33,15,200,0,0
sive.rs/purplecow,"Are fans telling friends? If not, don’t promote. | Derek Sivers",67,33,27,200,0,0
sive.rs/ego,Ego is the Enemy | Derek Sivers,80,33,27,200,0,0
sive.rs/stage,It’s hard to get off stage. | Derek Sivers,29,33,18,200,0,0
sive.rs/here,Why am I here? | Derek Sivers,96,33,44,200,2,3
m.sive.rs/2020-02-DerekSivers-DeborahHurwitz.mp3,,19,33,10,,0,0
sive.rs/starv,"Valuable to others, or only you? | Derek Sivers",84,33,16,200,0,0
sive.rs/reversible,Reversible business models | Derek Sivers,137,33,30,200,2,3
sive.rs/success-first,Show success before asking for help. | Derek Sivers,71,33,23,200,1,1
sive.rs/enough,You have enough. | Derek Sivers,77,33,27,200,0,0
m.sive.rs/2020-05-DerekSivers-RobHope.mp3,,21,33,12,,0,0
m.sive.rs/2020-04-DerekSivers-VitaminJoy.mp3,,20,33,12,,0,0
sive.rs/barking,Barking | Derek Sivers,49,33,17,200,0,0
sive.rs/vn14,Understanding Vietnam | Derek Sivers,48,33,16,200,1,1
m.sive.rs/2019-08-DerekSivers-ArielHyatt.mp3,,22,33,13,,0,0
sive.rs/presentations,"TED talks, conference talks, and presentations | Derek Sivers",166,33,25,200,0,0
sive.rs/destdir,"Call the destination, and ask for directions. | Derek Sivers",50,33,18,200,0,0
sive.rs/id14,Understanding Indonesia | Derek Sivers,51,33,18,200,5,5
m.sive.rs/2020-01-DerekSivers-BrianFunk.mp3,,23,33,12,,0,0
sive.rs/super-power,What super-power do you want? | Derek Sivers,49,33,16,200,0,0
sive.rs/boring,"Focus, entertain, or both? | Derek Sivers",76,33,26,200,0,0
sive.rs/oyh,Stay in over your head | Derek Sivers,24,33,13,200,0,0
sive.rs/busk,Put buskers online | Derek Sivers,70,33,34,200,1,1
sive.rs/vodka,The most expensive vodka | Derek Sivers,26,33,15,200,0,0
sive.rs/grand-pursuit,The Grand Pursuit | Derek Sivers,65,33,20,200,1,1
sive.rs/notalk,Or you can not talk at all. | Derek Sivers,26,33,14,200,0,0
sive.rs/semi-expert,Semi-experts: profit by saving us time | Derek Sivers,79,33,23,200,6,11
sive.rs/cs1,Customer service is everything | Derek Sivers,16,33,9,200,0,0
sive.rs/buyable,Don’t promote until people can take action. | Derek Sivers,26,33,15,200,0,0
sive.rs/blank,Why wreck a blank canvas? | Derek Sivers,106,33,26,200,0,0
sive.rs/file/DancingGuy-ff.m4v,,25,33,14,,0,0
m.sive.rs/2019-12-DerekSivers-JeremyRyanSlate.mp3,,24,33,14,,0,0
sive.rs/livecd,Emphasize meaning over price. | Derek Sivers,120,33,44,200,1,1
sive.rs/no-reward,The power of no reward | Derek Sivers,60,33,21,200,1,1
sive.rs/favors,Don’t be afraid to ask for favors. | Derek Sivers,32,33,17,200,0,0
sive.rs/mystery,Make mystery : make people wonder. | Derek Sivers,58,33,23,200,0,0
sive.rs/trshr,"If you target sharp enough, you will own your niche. | Derek Sivers",26,33,14,200,0,0
m.sive.rs/2020-04-DerekSivers-Darius.mp3,,19,33,10,,0,0
sive.rs/hillbf,Hillbilly Flamenco | Derek Sivers,35,33,18,200,0,0
m.sive.rs/2020-06-DerekSivers-ShaneParrish.mp3,,19,33,12,,0,0
sive.rs/grade,How do you grade yourself? | Derek Sivers,133,33,47,200,0,0
sive.rs/double,Prepare to double | Derek Sivers,28,33,15,200,0,0
sive.rs/ladders,Climbing ladders | Derek Sivers,50,33,15,200,1,1
sive.rs/emailer,How to send personalized emails | Derek Sivers,50,33,18,200,2,2
sive.rs/laboratory,Why you need your own company | Derek Sivers,1047,33,71,200,0,0
sive.rs/inclev,Include everyone in your success. | Derek Sivers,288,33,24,200,0,0
sive.rs/cs3,Lose every fight | Derek Sivers,17,33,9,200,0,0
sive.rs/ncorp,Don’t try to sound big. | Derek Sivers,28,33,17,200,0,0
sive.rs/songtesti,"A free, open song contest idea | Derek Sivers",83,33,15,200,0,0
sive.rs/intrweb,Your interactive website | Derek Sivers,25,33,13,200,0,0
sive.rs/prism,Big catalog = infinite specialty shops | Derek Sivers,64,33,19,200,0,0
m.sive.rs/2019-11-DerekSivers-JohnFitch.mp3,,24,33,14,,0,0
sive.rs/accents,Are foreign accents a reflection of identity? | Derek Sivers,27,33,15,200,0,0
